Name,Weapon Name,Affinity (Dropdown),Affinity,Max Upgrade,Required (Str),Required (Dex),Required (Int),Required (Fai),Required (Arc),Physical Damage Type,Weight,Weapon Type,2H Dual-Wield,Reinforce Type ID
Warhawk's Sacred Talon,Warhawk's Talon,Sacred,Sacred,25,10,16,0,0,0,Standard/Pierce,3,Straight Sword,No,700
Warhawk's Magic Talon,Warhawk's Talon,Magic,Magic,25,10,16,0,0,0,Standard/Pierce,3,Straight Sword,No,800
Warhawk's Cold Talon,Warhawk's Talon,Cold,Cold,25,10,16,0,0,0,Standard/Pierce,3,Straight Sword,No,900
Warhawk's Poison Talon,Warhawk's Talon,Poison,Poison,25,10,16,0,0,0,Standard/Pierce,3,Straight Sword,No,1000
Warhawk's Blood Talon,Warhawk's Talon,Blood,Blood,25,10,16,0,0,0,Standard/Pierce,3,Straight Sword,No,1100
Warhawk's Occult Talon,Warhawk's Talon,Occult,Occult,25,10,16,0,0,0,Standard/Pierce,3,Straight Sword,No,1200
Lazuli Glintstone Sword,Lazuli Glintstone Sword,None,-,10,8,9,13,0,0,Standard/Pierce,3.5,Straight Sword,No,2200
Rotten Crystal Sword,Rotten Crystal Sword,None,-,10,13,10,15,0,0,Standard/Pierce,4.5,Straight Sword,No,2200
Bastard Sword,Bastard Sword,None,None,25,16,10,0,0,0,Standard/Pierce,9,Greatsword,No,0
Heavy Bastard Sword,Bastard Sword,Heavy,Heavy,25,16,10,0,0,0,Standard/Pierce,9,Greatsword,No,6000
Keen Bastard Sword,Bastard Sword,Keen,Keen,25,16,10,0,0,0,Standard/Pierce,9,Greatsword,No,200
Quality Bastard Sword,Bastard Sword,Quality,Quality,25,16,10,0,0,0,Standard/Pierce,9,Greatsword,No,300
Fire Bastard Sword,Bastard Sword,Fire,Fire,25,16,10,0,0,0,Standard/Pierce,9,Greatsword,No,400
Flame Art Bastard Sword,Bastard Sword,Flame Art,Flame Art,25,16,10,0,0,0,Standard/Pierce,9,Greatsword,No,500
Lightning Bastard Sword,Bastard Sword,Lightning,Lightning,25,16,10,0,0,0,Standard/Pierce,9,Greatsword,No,600
Sacred Bastard Sword,Bastard Sword,Sacred,Sacred,25,16,10,0,0,0,Standard/Pierce,9,Greatsword,No,700
Magic Bastard Sword,Bastard Sword,Magic,Magic,25,16,10,0,0,0,Standard/Pierce,9,Greatsword,No,800
Cold Bastard Sword,Bastard Sword,Cold,Cold,25,16,10,0,0,0,Standard/Pierce,9,Greatsword,No,900
Poison Bastard Sword,Bastard Sword,Poison,Poison,25,16,10,0,0,0,Standard/Pierce,9,Greatsword,No,1000
Bloody Bastard Sword,Bastard Sword,Blood,Blood,25,16,10,0,0,0,Standard/Pierce,9,Greatsword,No,1100
Occult Bastard Sword,Bastard Sword,Occult,Occult,25,16,10,0,0,0,Standard/Pierce,9,Greatsword,No,1200
Forked Greatsword,Forked Greatsword,None,None,25,14,16,0,0,0,Standard/Pierce,9,Greatsword,No,0
Heavy Forked Greatsword,Forked Greatsword,Heavy,Heavy,25,14,16,0,0,0,Standard/Pierce,9,Greatsword,No,100
Keen Forked Greatsword,Forked Greatsword,Keen,Keen,25,14,16,0,0,0,Standard/Pierce,9,Greatsword,No,200
Quality Forked Greatsword,Forked Greatsword,Quality,Quality,25,14,16,0,0,0,Standard/Pierce,9,Greatsword,No,300
Fire Forked Greatsword,Forked Greatsword,Fire,Fire,25,14,16,0,0,0,Standard/Pierce,9,Greatsword,No,400
Flame Art Forked Greatsword,Forked Greatsword,Flame Art,Flame Art,25,14,16,0,0,0,Standard/Pierce,9,Greatsword,No,500
Lightning Forked Greatsword,Forked Greatsword,Lightning,Lightning,25,14,16,0,0,0,Standard/Pierce,9,Greatsword,No,600
Sacred Forked Greatsword,Forked Greatsword,Sacred,Sacred,25,14,16,0,0,0,Standard/Pierce,9,Greatsword,No,700
Magic Forked Greatsword,Forked Greatsword,Magic,Magic,25,14,16,0,0,0,Standard/Pierce,9,Greatsword,No,800
Cold Forked Greatsword,Forked Greatsword,Cold,Cold,25,14,16,0,0,0,Standard/Pierce,9,Greatsword,No,900
Poison Forked Greatsword,Forked Greatsword,Poison,Poison,25,14,16,0,0,0,Standard/Pierce,9,Greatsword,No,1000
Blood Forked Greatsword,Forked Greatsword,Blood,Blood,25,14,16,0,0,0,Standard/Pierce,9,Greatsword,No,1100
Occult Forked Greatsword,Forked Greatsword,Occult,Occult,25,14,16,0,0,0,Standard/Pierce,9,Greatsword,No,1200
Iron Greatsword,Iron Greatsword,None,None,25,18,10,0,0,0,Standard/Pierce,12,Greatsword,No,0
Heavy Iron Greatsword,Iron Greatsword,Heavy,Heavy,25,18,10,0,0,0,Standard/Pierce,12,Greatsword,No,6000
Keen Iron Greatsword,Iron Greatsword,Keen,Keen,25,18,10,0,0,0,Standard/Pierce,12,Greatsword,No,200
Quality Iron Greatsword,Iron Greatsword,Quality,Quality,25,18,10,0,0,0,Standard/Pierce,12,Greatsword,No,300
Fire Iron Greatsword,Iron Greatsword,Fire,Fire,25,18,10,0,0,0,Standard/Pierce,12,Greatsword,No,400
Flame Art Iron Greatsword,Iron Greatsword,Flame Art,Flame Art,25,18,10,0,0,0,Standard/Pierce,12,Greatsword,No,500
Lightning Iron Greatsword,Iron Greatsword,Lightning,Lightning,25,18,10,0,0,0,Standard/Pierce,12,Greatsword,No,600
Sacred Iron Greatsword,Iron Greatsword,Sacred,Sacred,25,18,10,0,0,0,Standard/Pierce,12,Greatsword,No,700
Magic Iron Greatsword,Iron Greatsword,Magic,Magic,25,18,10,0,0,0,Standard/Pierce,12,Greatsword,No,800
Cold Iron Greatsword,Iron Greatsword,Cold,Cold,25,18,10,0,0,0,Standard/Pierce,12,Greatsword,No,900
Poison Iron Greatsword,Iron Greatsword,Poison,Poison,25,18,10,0,0,0,Standard/Pierce,12,Greatsword,No,1000
Blood Iron Greatsword,Iron Greatsword,Blood,Blood,25,18,10,0,0,0,Standard/Pierce,12,Greatsword,No,1100
Occult Iron Greatsword,Iron Greatsword,Occult,Occult,25,18,10,0,0,0,Standard/Pierce,12,Greatsword,No,1200
Lordsworn's Greatsword,Lordsworn's Greatsword,None,None,25,16,10,0,0,0,Standard/Pierce,9,Greatsword,No,0
Lordsworn's Heavy Greatsword,Lordsworn's Greatsword,Heavy,Heavy,25,16,10,0,0,0,Standard/Pierce,9,Greatsword,No,100
Lordsworn's Keen Greatsword,Lordsworn's Greatsword,Keen,Keen,25,16,10,0,0,0,Standard/Pierce,9,Greatsword,No,200
Lordsworn's Quality Greatsword,Lordsworn's Greatsword,Quality,Quality,25,16,10,0,0,0,Standard/Pierce,9,Greatsword,No,300
Lordsworn's Fire Greatsword,Lordsworn's Greatsword,Fire,Fire,25,16,10,0,0,0,Standard/Pierce,9,Greatsword,No,400
Lordsworn's Flame Art Greatsword,Lordsworn's Greatsword,Flame Art,Flame Art,25,16,10,0,0,0,Standard/Pierce,9,Greatsword,No,500
Lordsworn's Lightning Greatsword,Lordsworn's Greatsword,Lightning,Lightning,25,16,10,0,0,0,Standard/Pierce,9,Greatsword,No,600
Lordsworn's Sacred Greatsword,Lordsworn's Greatsword,Sacred,Sacred,25,16,10,0,0,0,Standard/Pierce,9,Greatsword,No,700
Lordsworn's Magic Greatsword,Lordsworn's Greatsword,Magic,Magic,25,16,10,0,0,0,Standard/Pierce,9,Greatsword,No,800
Lordsworn's Cold Greatsword,Lordsworn's Greatsword,Cold,Cold,25,16,10,0,0,0,Standard/Pierce,9,Greatsword,No,900
Lordsworn's Poison Greatsword,Lordsworn's Greatsword,Poison,Poison,25,16,10,0,0,0,Standard/Pierce,9,Greatsword,No,1000
Lordsworn's Blood Greatsword,Lordsworn's Greatsword,Blood,Blood,25,16,10,0,0,0,Standard/Pierce,9,Greatsword,No,1100
Lordsworn's Occult Greatsword,Lordsworn's Greatsword,Occult,Occult,25,16,10,0,0,0,Standard/Pierce,9,Greatsword,No,1200
Knight's Greatsword,Knight's Greatsword,None,None,25,16,12,0,0,0,Standard/Pierce,10,Greatsword,No,0
Knight's Heavy Greatsword,Knight's Greatsword,Heavy,Heavy,25,16,12,0,0,0,Standard/Pierce,10,Greatsword,No,100
Knight's Keen Greatsword,Knight's Greatsword,Keen,Keen,25,16,12,0,0,0,Standard/Pierce,10,Greatsword,No,200
Knight's Quality Greatsword,Knight's Greatsword,Quality,Quality,25,16,12,0,0,0,Standard/Pierce,10,Greatsword,No,300
Knight's Fire Greatsword,Knight's Greatsword,Fire,Fire,25,16,12,0,0,0,Standard/Pierce,10,Greatsword,No,400
Knight's Flame Art Greatsword,Knight's Greatsword,Flame Art,Flame Art,25,16,12,0,0,0,Standard/Pierce,10,Greatsword,No,500
Knight's Lightning Greatsword,Knight's Greatsword,Lightning,Lightning,25,16,12,0,0,0,Standard/Pierce,10,Greatsword,No,600
Knight's Sacred Greatsword,Knight's Greatsword,Sacred,Sacred,25,16,12,0,0,0,Standard/Pierce,10,Greatsword,No,700
Knight's Magic Greatsword,Knight's Greatsword,Magic,Magic,25,16,12,0,0,0,Standard/Pierce,10,Greatsword,No,800
Knight's Cold Greatsword,Knight's Greatsword,Cold,Cold,25,16,12,0,0,0,Standard/Pierce,10,Greatsword,No,900
Knight's Poison Greatsword,Knight's Greatsword,Poison,Poison,25,16,12,0,0,0,Standard/Pierce,10,Greatsword,No,1000
Knight's Blood Greatsword,Knight's Greatsword,Blood,Blood,25,16,12,0,0,0,Standard/Pierce,10,Greatsword,No,1100
Knight's Occult Greatsword,Knight's Greatsword,Occult,Occult,25,16,12,0,0,0,Standard/Pierce,10,Greatsword,No,1200
Flamberge,Flamberge,None,None,25,15,14,0,0,0,Standard/Pierce,10,Greatsword,No,0
Heavy Flamberge,Flamberge,Heavy,Heavy,25,15,14,0,0,0,Standard/Pierce,10,Greatsword,No,100
Keen Flamberge,Flamberge,Keen,Keen,25,15,14,0,0,0,Standard/Pierce,10,Greatsword,No,5000
Quality Flamberge,Flamberge,Quality,Quality,25,15,14,0,0,0,Standard/Pierce,10,Greatsword,No,300
Fire Flamberge,Flamberge,Fire,Fire,25,15,14,0,0,0,Standard/Pierce,10,Greatsword,No,400
Flame Art Flamberge,Flamberge,Flame Art,Flame Art,25,15,14,0,0,0,Standard/Pierce,10,Greatsword,No,500
Lightning Flamberge,Flamberge,Lightning,Lightning,25,15,14,0,0,0,Standard/Pierce,10,Greatsword,No,600
Sacred Flamberge,Flamberge,Sacred,Sacred,25,15,14,0,0,0,Standard/Pierce,10,Greatsword,No,700
Magic Flamberge,Flamberge,Magic,Magic,25,15,14,0,0,0,Standard/Pierce,10,Greatsword,No,800
Cold Flamberge,Flamberge,Cold,Cold,25,15,14,0,0,0,Standard/Pierce,10,Greatsword,No,900
Poison Flamberge,Flamberge,Poison,Poison,25,15,14,0,0,0,Standard/Pierce,10,Greatsword,No,1000
Blood Flamberge,Flamberge,Blood,Blood,25,15,14,0,0,0,Standard/Pierce,10,Greatsword,No,1100
Occult Flamberge,Flamberge,Occult,Occult,25,15,14,0,0,0,Standard/Pierce,10,Greatsword,No,1200
Ordovis's Greatsword,Ordovis's Greatsword,None,-,10,25,13,0,15,0,Standard/Pierce,12,Greatsword,No,2200
Alabaster Lord's Sword,Alabaster Lord's Sword,None,-,10,16,12,18,0,0,Standard/Pierce,8,Greatsword,No,2200
Banished Knight's Greatsword,Banished Knight's Greatsword,None,None,25,17,9,0,0,0,Standard/Pierce,10,Greatsword,No,0
Banished Knight's Heavy Greatsword,Banished Knight's Greatsword,Heavy,Heavy,25,17,9,0,0,0,Standard/Pierce,10,Greatsword,No,100
Banished Knight's Keen Greatsword,Banished Knight's Greatsword,Keen,Keen,25,17,9,0,0,0,Standard/Pierce,10,Greatsword,No,200
Banished Knight's Quality Greatsword,Banished Knight's Greatsword,Quality,Quality,25,17,9,0,0,0,Standard/Pierce,10,Greatsword,No,300
Banished Knight's Fire Greatsword,Banished Knight's Greatsword,Fire,Fire,25,17,9,0,0,0,Standard/Pierce,10,Greatsword,No,400
Banished Knight's Flame Art Greatsword,Banished Knight's Greatsword,Flame Art,Flame Art,25,17,9,0,0,0,Standard/Pierce,10,Greatsword,No,500
Banished Knight's Lightning Greatsword,Banished Knight's Greatsword,Lightning,Lightning,25,17,9,0,0,0,Standard/Pierce,10,Greatsword,No,600
Banished Knight's Sacred Greatsword,Banished Knight's Greatsword,Sacred,Sacred,25,17,9,0,0,0,Standard/Pierce,10,Greatsword,No,700
Banished Knight's Magic Greatsword,Banished Knight's Greatsword,Magic,Magic,25,17,9,0,0,0,Standard/Pierce,10,Greatsword,No,800
Banished Knight's Cold Greatsword,Banished Knight's Greatsword,Cold,Cold,25,17,9,0,0,0,Standard/Pierce,10,Greatsword,No,900
Banished Knight's Poison Greatsword,Banished Knight's Greatsword,Poison,Poison,25,17,9,0,0,0,Standard/Pierce,10,Greatsword,No,1000
Banished Knight's Blood Greatsword,Banished Knight's Greatsword,Blood,Blood,25,17,9,0,0,0,Standard/Pierce,10,Greatsword,No,1100
Banished Knight's Occult Greatsword,Banished Knight's Greatsword,Occult,Occult,25,17,9,0,0,0,Standard/Pierce,10,Greatsword,No,1200
Dark Moon Greatsword,Dark Moon Greatsword,None,-,10,16,11,38,0,0,Standard/Pierce,10,Greatsword,No,2200
Sacred Relic Sword,Relic Sword,None,-,10,14,24,0,22,0,Standard/Pierce,11,Greatsword,No,2200
Helphen's Steeple,Helphen's Steeple,None,-,10,19,10,22,0,0,Standard/Pierce,11.5,Greatsword,No,2200
Blasphemous Blade,Blasphemous Blade,None,-,10,22,15,0,21,0,Standard/Pierce,13.5,Greatsword,No,2200
Marais Executioner's Sword,Marais Executioner's Sword,None,-,10,24,14,0,0,23,Standard/Pierce,11.5,Greatsword,No,2200
Sword of Milos,Sword of Milos,None,-,10,15,19,0,0,0,Standard/Pierce,10,Greatsword,No,2200
Golden Order Greatsword,Golden Order Greatsword,None,-,10,16,21,0,28,0,Standard/Pierce,10,Greatsword,No,2200
Claymore,Claymore,None,None,25,16,13,0,0,0,Standard/Pierce,9,Greatsword,No,0
Heavy Claymore,Claymore,Heavy,Heavy,25,16,13,0,0,0,Standard/Pierce,9,Greatsword,No,100
Keen Claymore,Claymore,Keen,Keen,25,16,13,0,0,0,Standard/Pierce,9,Greatsword,No,200
Quality Claymore,Claymore,Quality,Quality,25,16,13,0,0,0,Standard/Pierce,9,Greatsword,No,300
Fire Claymore,Claymore,Fire,Fire,25,16,13,0,0,0,Standard/Pierce,9,Greatsword,No,400
Flame Art Claymore,Claymore,Flame Art,Flame Art,25,16,13,0,0,0,Standard/Pierce,9,Greatsword,No,500
Lightning Claymore,Claymore,Lightning,Lightning,25,16,13,0,0,0,Standard/Pierce,9,Greatsword,No,600
Sacred Claymore,Claymore,Sacred,Sacred,25,16,13,0,0,0,Standard/Pierce,9,Greatsword,No,700
Magic Claymore,Claymore,Magic,Magic,25,16,13,0,0,0,Standard/Pierce,9,Greatsword,No,800
Cold Claymore,Claymore,Cold,Cold,25,16,13,0,0,0,Standard/Pierce,9,Greatsword,No,900
Poison Claymore,Claymore,Poison,Poison,25,16,13,0,0,0,Standard/Pierce,9,Greatsword,No,1000
Blood Claymore,Claymore,Blood,Blood,25,16,13,0,0,0,Standard/Pierce,9,Greatsword,No,1100
Occult Claymore,Claymore,Occult,Occult,25,16,13,0,0,0,Standard/Pierce,9,Greatsword,No,1200
Gargoyle's Greatsword,Gargoyle's Greatsword,None,None,25,18,10,0,0,0,Standard/Pierce,11.5,Greatsword,No,0
Gargoyle's Heavy Greatsword,Gargoyle's Greatsword,Heavy,Heavy,25,18,10,0,0,0,Standard/Pierce,11.5,Greatsword,No,6000
Gargoyle's Keen Greatsword,Gargoyle's Greatsword,Keen,Keen,25,18,10,0,0,0,Standard/Pierce,11.5,Greatsword,No,200
Gargoyle's Quality Greatsword,Gargoyle's Greatsword,Quality,Quality,25,18,10,0,0,0,Standard/Pierce,11.5,Greatsword,No,300
Gargoyle's Fire Greatsword,Gargoyle's Greatsword,Fire,Fire,25,18,10,0,0,0,Standard/Pierce,11.5,Greatsword,No,400
Gargoyle's Flame Art Greatsword,Gargoyle's Greatsword,Flame Art,Flame Art,25,18,10,0,0,0,Standard/Pierce,11.5,Greatsword,No,500
Gargoyle's Lightning Greatsword,Gargoyle's Greatsword,Lightning,Lightning,25,18,10,0,0,0,Standard/Pierce,11.5,Greatsword,No,600
Gargoyle's Sacred Greatsword,Gargoyle's Greatsword,Sacred,Sacred,25,18,10,0,0,0,Standard/Pierce,11.5,Greatsword,No,700
Gargoyle's Magic Greatsword,Gargoyle's Greatsword,Magic,Magic,25,18,10,0,0,0,Standard/Pierce,11.5,Greatsword,No,800
Gargoyle's Cold Greatsword,Gargoyle's Greatsword,Cold,Cold,25,18,10,0,0,0,Standard/Pierce,11.5,Greatsword,No,900
Gargoyle's Poison Greatsword,Gargoyle's Greatsword,Poison,Poison,25,18,10,0,0,0,Standard/Pierce,11.5,Greatsword,No,1000
Gargoyle's Blood Greatsword,Gargoyle's Greatsword,Blood,Blood,25,18,10,0,0,0,Standard/Pierce,11.5,Greatsword,No,1100
Gargoyle's Occult Greatsword,Gargoyle's Greatsword,Occult,Occult,25,18,10,0,0,0,Standard/Pierce,11.5,Greatsword,No,1200
Death's Poker,Death's Poker,None,-,10,15,17,11,0,0,Standard/Pierce,8.5,Greatsword,No,2200
Gargoyle's Blackblade,Gargoyle's Blackblade,None,-,10,18,10,0,22,0,Standard/Pierce,11.5,Greatsword,No,2200
Greatsword,Greatsword,None,None,25,31,12,0,0,0,Standard,23,Colossal Sword,No,0
Heavy Greatsword,Greatsword,Heavy,Heavy,25,31,12,0,0,0,Standard,23,Colossal Sword,No,6000
Keen Greatsword,Greatsword,Keen,Keen,25,31,12,0,0,0,Standard,23,Colossal Sword,No,200
Quality Greatsword,Greatsword,Quality,Quality,25,31,12,0,0,0,Standard,23,Colossal Sword,No,300
Fire Greatsword,Greatsword,Fire,Fire,25,31,12,0,0,0,Standard,23,Colossal Sword,No,400
Flame Art Greatsword,Greatsword,Flame Art,Flame Art,25,31,12,0,0,0,Standard,23,Colossal Sword,No,500
Lightning Greatsword,Greatsword,Lightning,Lightning,25,31,12,0,0,0,Standard,23,Colossal Sword,No,600
Sacred Greatsword,Greatsword,Sacred,Sacred,25,31,12,0,0,0,Standard,23,Colossal Sword,No,700
Magic Greatsword,Greatsword,Magic,Magic,25,31,12,0,0,0,Standard,23,Colossal Sword,No,800
Cold Greatsword,Greatsword,Cold,Cold,25,31,12,0,0,0,Standard,23,Colossal Sword,No,900
Poison Greatsword,Greatsword,Poison,Poison,25,31,12,0,0,0,Standard,23,Colossal Sword,No,1000
Blood Greatsword,Greatsword,Blood,Blood,25,31,12,0,0,0,Standard,23,Colossal Sword,No,1100
Occult Greatsword,Greatsword,Occult,Occult,25,31,12,0,0,0,Standard,23,Colossal Sword,No,1200
Watchdog's Greatsword,Watchdog's Greatsword,None,None,25,30,10,0,0,0,Standard,22,Colossal Sword,No,0
Watchdog's Heavy Greatsword,Watchdog's Greatsword,Heavy,Heavy,25,30,10,0,0,0,Standard,22,Colossal Sword,No,6000
Watchdog's Keen Greatsword,Watchdog's Greatsword,Keen,Keen,25,30,10,0,0,0,Standard,22,Colossal Sword,No,200
Watchdog's Quality Greatsword,Watchdog's Greatsword,Quality,Quality,25,30,10,0,0,0,Standard,22,Colossal Sword,No,300
Watchdog's Fire Greatsword,Watchdog's Greatsword,Fire,Fire,25,30,10,0,0,0,Standard,22,Colossal Sword,No,400
Watchdog's Flame Art Greatsword,Watchdog's Greatsword,Flame Art,Flame Art,25,30,10,0,0,0,Standard,22,Colossal Sword,No,500
Watchdog's Lightning Greatsword,Watchdog's Greatsword,Lightning,Lightning,25,30,10,0,0,0,Standard,22,Colossal Sword,No,600
Watchdog's Sacred Greatsword,Watchdog's Greatsword,Sacred,Sacred,25,30,10,0,0,0,Standard,22,Colossal Sword,No,700
Watchdog's Magic Greatsword,Watchdog's Greatsword,Magic,Magic,25,30,10,0,0,0,Standard,22,Colossal Sword,No,800
Watchdog's Cold Greatsword,Watchdog's Greatsword,Cold,Cold,25,30,10,0,0,0,Standard,22,Colossal Sword,No,900
Watchdog's Poison Greatsword,Watchdog's Greatsword,Poison,Poison,25,30,10,0,0,0,Standard,22,Colossal Sword,No,1000
Watchdog's Blood Greatsword,Watchdog's Greatsword,Blood,Blood,25,30,10,0,0,0,Standard,22,Colossal Sword,No,1100
Watchdog's Occult Greatsword,Watchdog's Greatsword,Occult,Occult,25,30,10,0,0,0,Standard,22,Colossal Sword,No,1200
Maliketh's Black Blade,Maliketh's Black Blade,None,-,10,34,12,0,20,0,Standard,22,Colossal Sword,No,2200
Troll's Golden Sword,Troll's Golden Sword,None,None,25,29,10,0,0,0,Standard,19,Colossal Sword,No,0
Troll's Golden Heavy Sword,Troll's Golden Sword,Heavy,Heavy,25,29,10,0,0,0,Standard,19,Colossal Sword,No,100
Troll's Golden Keen Sword,Troll's Golden Sword,Keen,Keen,25,29,10,0,0,0,Standard,19,Colossal Sword,No,200
Troll's Golden Quality Sword,Troll's Golden Sword,Quality,Quality,25,29,10,0,0,0,Standard,19,Colossal Sword,No,300
Troll's Golden Fire Sword,Troll's Golden Sword,Fire,Fire,25,29,10,0,0,0,Standard,19,Colossal Sword,No,400
Troll's Golden Flame Art Sword,Troll's Golden Sword,Flame Art,Flame Art,25,29,10,0,0,0,Standard,19,Colossal Sword,No,500
Troll's Golden Lightning Sword,Troll's Golden Sword,Lightning,Lightning,25,29,10,0,0,0,Standard,19,Colossal Sword,No,600
Troll's Golden Sacred Sword,Troll's Golden Sword,Sacred,Sacred,25,29,10,0,0,0,Standard,19,Colossal Sword,No,700
Troll's Golden Magic Sword,Troll's Golden Sword,Magic,Magic,25,29,10,0,0,0,Standard,19,Colossal Sword,No,800
Troll's Golden Cold Sword,Troll's Golden Sword,Cold,Cold,25,29,10,0,0,0,Standard,19,Colossal Sword,No,900
Troll's Golden Poison Sword,Troll's Golden Sword,Poison,Poison,25,29,10,0,0,0,Standard,19,Colossal Sword,No,1000
Troll's Golden Blood Sword,Troll's Golden Sword,Blood,Blood,25,29,10,0,0,0,Standard,19,Colossal Sword,No,1100
Troll's Golden Occult Sword,Troll's Golden Sword,Occult,Occult,25,29,10,0,0,0,Standard,19,Colossal Sword,No,1200
Zweihander,Zweihander,None,None,25,19,11,0,0,0,Standard,15.5,Colossal Sword,No,0
Heavy Zweihander,Zweihander,Heavy,Heavy,25,19,11,0,0,0,Standard,15.5,Colossal Sword,No,100
Keen Zweihander,Zweihander,Keen,Keen,25,19,11,0,0,0,Standard,15.5,Colossal Sword,No,200
Quality Zweihander,Zweihander,Quality,Quality,25,19,11,0,0,0,Standard,15.5,Colossal Sword,No,300
Fire Zweihander,Zweihander,Fire,Fire,25,19,11,0,0,0,Standard,15.5,Colossal Sword,No,400
Flame Art Zweihander,Zweihander,Flame Art,Flame Art,25,19,11,0,0,0,Standard,15.5,Colossal Sword,No,500
Lightning Zweihander,Zweihander,Lightning,Lightning,25,19,11,0,0,0,Standard,15.5,Colossal Sword,No,600
Sacred Zweihander,Zweihander,Sacred,Sacred,25,19,11,0,0,0,Standard,15.5,Colossal Sword,No,700
Magic Zweihander,Zweihander,Magic,Magic,25,19,11,0,0,0,Standard,15.5,Colossal Sword,No,800
Cold Zweihander,Zweihander,Cold,Cold,25,19,11,0,0,0,Standard,15.5,Colossal Sword,No,900
Poison Zweihander,Zweihander,Poison,Poison,25,19,11,0,0,0,Standard,15.5,Colossal Sword,No,1000
Blood Zweihander,Zweihander,Blood,Blood,25,19,11,0,0,0,Standard,15.5,Colossal Sword,No,1100
Occult Zweihander,Zweihander,Occult,Occult,25,19,11,0,0,0,Standard,15.5,Colossal Sword,No,1200
Starscourge Greatsword,Starscourge Greatsword,None,-,10,38,12,15,0,0,Standard,20,Colossal Sword,No,2200
Royal Greatsword,Royal Greatsword,None,-,10,26,18,22,0,0,Standard,20,Colossal Sword,No,2200
Godslayer's Greatsword,Godslayer's Greatsword,None,-,10,20,22,0,20,0,Standard,17.5,Colossal Sword,No,2200
Ruins Greatsword,Ruins Greatsword,None,-,10,50,0,16,0,0,Standard,23,Colossal Sword,No,2200
Grafted Blade Greatsword,Grafted Blade Greatsword,None,-,10,40,14,0,0,0,Standard,21,Colossal Sword,No,2200
Troll Knight's Sword,Troll Knight's Sword,None,-,10,20,14,18,0,0,Standard,18,Colossal Sword,No,2200
Estoc,Estoc,None,None,25,11,13,0,0,0,Standard/Pierce,4.5,Thrusting Sword,No,0
Heavy Estoc,Estoc,Heavy,Heavy,25,11,13,0,0,0,Standard/Pierce,4.5,Thrusting Sword,No,100
Keen Estoc,Estoc,Keen,Keen,25,11,13,0,0,0,Standard/Pierce,4.5,Thrusting Sword,No,5000
Quality Estoc,Estoc,Quality,Quality,25,11,13,0,0,0,Standard/Pierce,4.5,Thrusting Sword,No,300
Fire Estoc,Estoc,Fire,Fire,25,11,13,0,0,0,Standard/Pierce,4.5,Thrusting Sword,No,400
Flame Art Estoc,Estoc,Flame Art,Flame Art,25,11,13,0,0,0,Standard/Pierce,4.5,Thrusting Sword,No,500
Lightning Estoc,Estoc,Lightning,Lightning,25,11,13,0,0,0,Standard/Pierce,4.5,Thrusting Sword,No,600
Sacred Estoc,Estoc,Sacred,Sacred,25,11,13,0,0,0,Standard/Pierce,4.5,Thrusting Sword,No,700
Magic Estoc,Estoc,Magic,Magic,25,11,13,0,0,0,Standard/Pierce,4.5,Thrusting Sword,No,800
Cold Estoc,Estoc,Cold,Cold,25,11,13,0,0,0,Standard/Pierce,4.5,Thrusting Sword,No,900
Poison Estoc,Estoc,Poison,Poison,25,11,13,0,0,0,Standard/Pierce,4.5,Thrusting Sword,No,1000
Blood Estoc,Estoc,Blood,Blood,25,11,13,0,0,0,Standard/Pierce,4.5,Thrusting Sword,No,1100
Occult Estoc,Estoc,Occult,Occult,25,11,13,0,0,0,Standard/Pierce,4.5,Thrusting Sword,No,1200
Cleanrot Knight's Sword,Cleanrot Knight's Sword,None,None,25,11,13,0,0,0,Standard/Pierce,4,Thrusting Sword,No,0
Cleanrot Knight's Heavy Sword,Cleanrot Knight's Sword,Heavy,Heavy,25,11,13,0,0,0,Standard/Pierce,4,Thrusting Sword,No,100
Cleanrot Knight's Keen Sword,Cleanrot Knight's Sword,Keen,Keen,25,11,13,0,0,0,Standard/Pierce,4,Thrusting Sword,No,200
Cleanrot Knight's Quality Sword,Cleanrot Knight's Sword,Quality,Quality,25,11,13,0,0,0,Standard/Pierce,4,Thrusting Sword,No,300
Cleanrot Knight's Fire Sword,Cleanrot Knight's Sword,Fire,Fire,25,11,13,0,0,0,Standard/Pierce,4,Thrusting Sword,No,400
Cleanrot Knight's Flame Art Sword,Cleanrot Knight's Sword,Flame Art,Flame Art,25,11,13,0,0,0,Standard/Pierce,4,Thrusting Sword,No,500
