Name,Physical,Magic,Fire,Lightning,Holy,AttackElementCorrect ID
Fire Great Turtle Shell,0,0,4,0,0,10005
Flame Art Great Turtle Shell,0,0,4,0,0,10000
Lightning Great Turtle Shell,0,0,0,4,0,10000
Sacred Great Turtle Shell,0,0,0,0,4,10000
Magic Great Turtle Shell,0,4,0,0,0,10000
Cold Great Turtle Shell,0,4,0,0,0,10000
Poison Great Turtle Shell,0,0,0,0,0,10013
Blood Great Turtle Shell,0,0,0,0,0,10013
Occult Great Turtle Shell,7,0,0,0,0,10013
Shield of the Guilty,0,0,0,0,0,10000
Heavy Shield of the Guilty,1,0,0,0,0,10000
Keen Shield of the Guilty,2,0,0,0,0,10000
Quality Shield of the Guilty,8,0,0,0,0,10000
Fire Shield of the Guilty,0,0,4,0,0,10005
Flame Art Shield of the Guilty,0,0,4,0,0,10000
Lightning Shield of the Guilty,0,0,0,4,0,10000
Sacred Shield of the Guilty,0,0,0,0,4,10000
Magic Shield of the Guilty,0,4,0,0,0,10000
Cold Shield of the Guilty,0,4,0,0,0,10000
Poison Shield of the Guilty,0,0,0,0,0,10013
Blood Shield of the Guilty,0,0,0,0,0,10013
Occult Shield of the Guilty,7,0,0,0,0,10013
Carian Knight's Shield,0,4,0,0,0,10000
Carian Knight's Heavy Shield,1,4,0,0,0,10000
Carian Knight's Keen Shield,2,4,0,0,0,10000
Carian Knight's Quality Shield,8,4,0,0,0,10000
Carian Knight's Fire Shield,0,4,4,0,0,10005
Carian Knight's Flame Art Shield,0,4,4,0,0,10000
Carian Knight's Lightning Shield,0,4,0,4,0,10000
Carian Knight's Sacred Shield,0,4,0,0,4,10000
Carian Knight's Magic Shield,0,4,0,0,0,10000
Carian Knight's Cold Shield,0,4,0,0,0,10000
Carian Knight's Poison Shield,0,4,0,0,0,10013
Carian Knight's Bloody Shield,0,4,0,0,0,10013
Carian Knight's Occult Shield,7,4,0,0,0,10013
Large Leather Shield,0,0,0,0,0,10000
Heavy Large Leather Shield,1,0,0,0,0,10000
Keen Large Leather Shield,2,0,0,0,0,10000
Quality Large Leather Shield,8,0,0,0,0,10000
Fire Large Leather Shield,0,0,4,0,0,10005
Flame Art Large Leather Shield,0,0,4,0,0,10000
Lightning Large Leather Shield,0,0,0,4,0,10000
Sacred Large Leather Shield,0,0,0,0,4,10000
Magic Large Leather Shield,0,4,0,0,0,10000
Cold Large Leather Shield,0,4,0,0,0,10000
Poison Large Leather Shield,0,0,0,0,0,10013
Bloody Large Leather Shield,0,0,0,0,0,10013
Occult Large Leather Shield,7,0,0,0,0,10013
Horse Crest Wooden Shield,0,0,0,0,0,10000
Heavy Horse Crest Wooden Shield,1,0,0,0,0,10000
Keen Horse Crest Wooden Shield,2,0,0,0,0,10000
Quality Horse Crest Wooden Shield,8,0,0,0,0,10000
Fire Horse Crest Wooden Shield,0,0,4,0,0,10005
Flame Art Horse Crest Wooden Shield,0,0,4,0,0,10000
Lightning Horse Crest Wooden Shield,0,0,0,4,0,10000
Sacred Horse Crest Wooden Shield,0,0,0,0,4,10000
Magic Horse Crest Wooden Shield,0,4,0,0,0,10000
Cold Horse Crest Wooden Shield,0,4,0,0,0,10000
Poison Horse Crest Wooden Shield,0,0,0,0,0,10013
Blood Horse Crest Wooden Shield,0,0,0,0,0,10013
Occult Horse Crest Wooden Shield,7,0,0,0,0,10013
Candletree Wooden Shield,0,0,0,0,0,10000
Heavy Candletree Wooden Shield,1,0,0,0,0,10000
Keen Candletree Wooden Shield,2,0,0,0,0,10000
Quality Candletree Wooden Shield,8,0,0,0,0,10000
Fire Candletree Wooden Shield,0,0,4,0,0,10005
Flame Art Candletree Wooden Shield,0,0,4,0,0,10000
Lightning Candletree Wooden Shield,0,0,0,4,0,10000
Sacred Candletree Wooden Shield,0,0,0,0,4,10000
Magic Candletree Wooden Shield,0,4,0,0,0,10000
Cold Candletree Wooden Shield,0,4,0,0,0,10000
Poison Candletree Wooden Shield,0,0,0,0,0,10013
Blood Candletree Wooden Shield,0,0,0,0,0,10013
Occult Candletree Wooden Shield,7,0,0,0,0,10013
Flame Crest Wooden Shield,0,0,0,0,0,10000
Heavy Flame Crest Wooden Shield,1,0,0,0,0,10000
Keen Flame Crest Wooden Shield,2,0,0,0,0,10000
Quality Flame Crest Wooden Shield,8,0,0,0,0,10000
Fire Flame Crest Wooden Shield,0,0,4,0,0,10005
Flame Art Flame Crest Wooden Shield,0,0,4,0,0,10000
Lightning Flame Crest Wooden Shield,0,0,0,4,0,10000
Sacred Flame Crest Wooden Shield,0,0,0,0,4,10000
Magic Flame Crest Wooden Shield,0,4,0,0,0,10000
Cold Flame Crest Wooden Shield,0,4,0,0,0,10000
Poison Flame Crest Wooden Shield,0,0,0,0,0,10013
Blood Flame Crest Wooden Shield,0,0,0,0,0,10013
Occult Flame Crest Wooden Shield,7,0,0,0,0,10013
Hawk Crest Wooden Shield,0,0,0,0,0,10000
Heavy Hawk Crest Wooden Shield,1,0,0,0,0,10000
Keen Hawk Crest Wooden Shield,2,0,0,0,0,10000
Quality Hawk Crest Wooden Shield,8,0,0,0,0,10000
Fire Hawk Crest Wooden Shield,0,0,4,0,0,10005
Flame Art Hawk Crest Wooden Shield,0,0,4,0,0,10000
Lightning Hawk Crest Wooden Shield,0,0,0,4,0,10000
Sacred Hawk Crest Wooden Shield,0,0,0,0,4,10000
Magic Hawk Crest Wooden Shield,0,4,0,0,0,10000
Cold Hawk Crest Wooden Shield,0,4,0,0,0,10000
Poison Hawk Crest Wooden Shield,0,0,0,0,0,10013
Blood Hawk Crest Wooden Shield,0,0,0,0,0,10013
Occult Hawk Crest Wooden Shield,7,0,0,0,0,10013
Beast Crest Heater Shield,0,0,0,0,0,10000
Heavy Beast Crest Heater Shield,1,0,0,0,0,10000
Keen Beast Crest Heater Shield,2,0,0,0,0,10000
Quality Beast Crest Heater Shield,8,0,0,0,0,10000
Fire Beast Crest Heater Shield,0,0,4,0,0,10005
Flame Art Beast Crest Heater Shield,0,0,4,0,0,10000
Lightning Beast Crest Heater Shield,0,0,0,4,0,10000
Sacred Beast Crest Heater Shield,0,0,0,0,4,10000
Magic Beast Crest Heater Shield,0,4,0,0,0,10000
Cold Beast Crest Heater Shield,0,4,0,0,0,10000
Poison Beast Crest Heater Shield,0,0,0,0,0,10013
Blood Beast Crest Heater Shield,0,0,0,0,0,10013
Occult Beast Crest Heater Shield,7,0,0,0,0,10013
Red Crest Heater Shield,0,0,0,0,0,10000
Heavy Red Crest Heater Shield,1,0,0,0,0,10000
Keen Red Crest Heater Shield,2,0,0,0,0,10000
Quality Red Crest Heater Shield,8,0,0,0,0,10000
Fire Red Crest Heater Shield,0,0,4,0,0,10005
Flame Art Red Crest Heater Shield,0,0,4,0,0,10000
Lightning Red Crest Heater Shield,0,0,0,4,0,10000
Sacred Red Crest Heater Shield,0,0,0,0,4,10000
Magic Red Crest Heater Shield,0,4,0,0,0,10000
Cold Red Crest Heater Shield,0,4,0,0,0,10000
Poison Red Crest Heater Shield,0,0,0,0,0,10013
Blood Red Crest Heater Shield,0,0,0,0,0,10013
Occult Red Crest Heater Shield,7,0,0,0,0,10013
Blue Crest Heater Shield,0,0,0,0,0,10000
Heavy Blue Crest Heater Shield,1,0,0,0,0,10000
Keen Blue Crest Heater Shield,2,0,0,0,0,10000
Quality Blue Crest Heater Shield,8,0,0,0,0,10000
Fire Blue Crest Heater Shield,0,0,4,0,0,10005
Flame Art Blue Crest Heater Shield,0,0,4,0,0,10000
Lightning Blue Crest Heater Shield,0,0,0,4,0,10000
Sacred Blue Crest Heater Shield,0,0,0,0,4,10000
Magic Blue Crest Heater Shield,0,4,0,0,0,10000
Cold Blue Crest Heater Shield,0,4,0,0,0,10000
Poison Blue Crest Heater Shield,0,0,0,0,0,10013
Blood Blue Crest Heater Shield,0,0,0,0,0,10013
Occult Blue Crest Heater Shield,7,0,0,0,0,10013
Eclipse Crest Heater Shield,0,0,0,0,0,10000
Heavy Eclipse Crest Heater Shield,1,0,0,0,0,10000
Keen Eclipse Crest Heater Shield,2,0,0,0,0,10000
Quality Eclipse Crest Heater Shield,8,0,0,0,0,10000
Fire Eclipse Crest Heater Shield,0,0,4,0,0,10005
Flame Art Eclipse Crest Heater Shield,0,0,4,0,0,10000
Lightning Eclipse Crest Heater Shield,0,0,0,4,0,10000
Sacred Eclipse Crest Heater Shield,0,0,0,0,4,10000
Magic Eclipse Crest Heater Shield,0,4,0,0,0,10000
Cold Eclipse Crest Heater Shield,0,4,0,0,0,10000
Poison Eclipse Crest Heater Shield,0,0,0,0,0,10013
Blood Eclipse Crest Heater Shield,0,0,0,0,0,10013
Occult Eclipse Crest Heater Shield,7,0,0,0,0,10013
Inverted Hawk Heater Shield,0,0,0,0,0,10000
Heavy Inverted Hawk Heater Shield,1,0,0,0,0,10000
Keen Inverted Hawk Heater Shield,2,0,0,0,0,10000
Quality Inverted Hawk Heater Shield,8,0,0,0,0,10000
Fire Inverted Hawk Heater Shield,0,0,4,0,0,10005
Flame Art Inverted Hawk Heater Shield,0,0,4,0,0,10000
Lightning Inverted Hawk Heater Shield,0,0,0,4,0,10000
Sacred Inverted Hawk Heater Shield,0,0,0,0,4,10000
Magic Inverted Hawk Heater Shield,0,4,0,0,0,10000
Cold Inverted Hawk Heater Shield,0,4,0,0,0,10000
Poison Inverted Hawk Heater Shield,0,0,0,0,0,10013
Blood Inverted Hawk Heater Shield,0,0,0,0,0,10013
Occult Inverted Hawk Heater Shield,7,0,0,0,0,10013
Heater Shield,0,0,0,0,0,10000
Heavy Heater Shield,1,0,0,0,0,10000
Keen Heater Shield,2,0,0,0,0,10000
Quality Heater Shield,8,0,0,0,0,10000
Fire Heater Shield,0,0,4,0,0,10005
Flame Art Heater Shield,0,0,4,0,0,10000
Lightning Heater Shield,0,0,0,4,0,10000
Sacred Heater Shield,0,0,0,0,4,10000
Magic Heater Shield,0,4,0,0,0,10000
Cold Heater Shield,0,4,0,0,0,10000
Poison Heater Shield,0,0,0,0,0,10013
Blood Heater Shield,0,0,0,0,0,10013
Occult Heater Shield,7,0,0,0,0,10013
Black Leather Shield,0,0,0,0,0,10000
Heavy Black Leather Shield,1,0,0,0,0,10000
Keen Black Leather Shield,2,0,0,0,0,10000
Quality Black Leather Shield,8,0,0,0,0,10000
Fire Black Leather Shield,0,0,4,0,0,10005
Flame Art Black Leather Shield,0,0,4,0,0,10000
Lightning Black Leather Shield,0,0,0,4,0,10000
Sacred Black Leather Shield,0,0,0,0,4,10000
Magic Black Leather Shield,0,4,0,0,0,10000
Cold Black Leather Shield,0,4,0,0,0,10000
Poison Black Leather Shield,0,0,0,0,0,10013
Blood Black Leather Shield,0,0,0,0,0,10013
Occult Black Leather Shield,7,0,0,0,0,10013
Dragon Towershield,0,0,0,0,0,10000
Heavy Dragon Towershield,1,0,0,0,0,10000
Keen Dragon Towershield,2,0,0,0,0,10000
Quality Dragon Towershield,8,0,0,0,0,10000
Fire Dragon Towershield,0,0,4,0,0,10005
Flame Art Dragon Towershield,0,0,4,0,0,10000
Lightning Dragon Towershield,0,0,0,4,0,10000
Sacred Dragon Towershield,0,0,0,0,4,10000
Magic Dragon Towershield,0,4,0,0,0,10000
Cold Dragon Towershield,0,4,0,0,0,10000
Poison Dragon Towershield,0,0,0,0,0,10013
Blood Dragon Towershield,0,0,0,0,0,10013
Occult Dragon Towershield,7,0,0,0,0,10013
Distinguished Greatshield,0,0,0,0,0,10000
Distinguished Heavy Greatshield,1,0,0,0,0,10000
Distinguished Keen Greatshield,2,0,0,0,0,10000
Distinguished Quality Greatshield,8,0,0,0,0,10000
Distinguished Fire Greatshield,0,0,4,0,0,10005
Distinguished Flame Art Greatshield,0,0,4,0,0,10000
Distinguished Lightning Greatshield,0,0,0,4,0,10000
Distinguished Sacred Greatshield,0,0,0,0,4,10000
Distinguished Magic Greatshield,0,4,0,0,0,10000
Distinguished Cold Greatshield,0,4,0,0,0,10000
Distinguished Poison Greatshield,0,0,0,0,0,10013
Distinguished Blood Greatshield,0,0,0,0,0,10013
Distinguished Occult Greatshield,7,0,0,0,0,10013
Crucible Hornshield,0,0,0,0,0,10000
Dragonclaw Shield,0,0,0,4,0,10000
Briar Greatshield,0,0,0,0,0,10000
Heavy Briar Greatshield,1,0,0,0,0,10000
Keen Briar Greatshield,2,0,0,0,0,10000
Quality Briar Greatshield,8,0,0,0,0,10000
Fire Briar Greatshield,0,0,4,0,0,10005
Flame Art Briar Greatshield,0,0,4,0,0,10000
Lightning Briar Greatshield,0,0,0,4,0,10000
Sacred Briar Greatshield,0,0,0,0,4,10000
Magic Briar Greatshield,0,4,0,0,0,10000
Cold Briar Greatshield,0,4,0,0,0,10000
Poison Briar Greatshield,0,0,0,0,0,10013
Blood Briar Greatshield,0,0,0,0,0,10013
Occult Briar Greatshield,7,0,0,0,0,10013
Erdtree Greatshield,0,0,0,0,4,10000
Golden Beast Crest Shield,0,0,0,0,0,10000
Heavy Golden Beast Crest Shield,1,0,0,0,0,10000
Keen Golden Beast Crest Shield,2,0,0,0,0,10000
Quality Golden Beast Crest Shield,8,0,0,0,0,10000
Fire Golden Beast Crest Shield,0,0,4,0,0,10005
Flame Art Golden Beast Crest Shield,0,0,4,0,0,10000
Lightning Golden Beast Crest Shield,0,0,0,4,0,10000
Sacred Golden Beast Crest Shield,0,0,0,0,4,10000
Magic Golden Beast Crest Shield,0,4,0,0,0,10000
Cold Golden Beast Crest Shield,0,4,0,0,0,10000
Poison Golden Beast Crest Shield,0,0,0,0,0,10013
Blood Golden Beast Crest Shield,0,0,0,0,0,10013
Occult Golden Beast Crest Shield,7,0,0,0,0,10013
Jellyfish Shield,0,0,0,0,0,10000
Fingerprint Stone Shield,0,0,0,0,0,10000
Heavy Fingerprint Stone Shield,1,0,0,0,0,10000
Keen Fingerprint Stone Shield,2,0,0,0,0,10000
Quality Fingerprint Stone Shield,8,0,0,0,0,10000
Fire Fingerprint Stone Shield,0,0,4,0,0,10005
Flame Art Fingerprint Stone Shield,0,0,4,0,0,10000
Lightning Fingerprint Stone Shield,0,0,0,4,0,10000
Sacred Fingerprint Stone Shield,0,0,0,0,4,10000
Magic Fingerprint Stone Shield,0,4,0,0,0,10000
Cold Fingerprint Stone Shield,0,4,0,0,0,10000
Poison Fingerprint Stone Shield,0,0,0,0,0,10013
Blood Fingerprint Stone Shield,0,0,0,0,0,10013
Occult Fingerprint Stone Shield,7,0,0,0,0,10013
Icon Shield,0,0,0,0,0,10000
One-Eyed Shield,0,0,0,0,0,10000
Visage Shield,0,0,0,0,0,10000
Spiked Palisade Shield,0,0,0,0,0,10000
Heavy Spiked Palisade Shield,1,0,0,0,0,10000
Keen Spiked Palisade Shield,2,0,0,0,0,10000
Quality Spiked Palisade Shield,8,0,0,0,0,10000
Fire Spiked Palisade Shield,0,0,4,0,0,10005
Flame Art Spiked Palisade Shield,0,0,4,0,0,10000
Lightning Spiked Palisade Shield,0,0,0,4,0,10000
Sacred Spiked Palisade Shield,0,0,0,0,4,10000
Magic Spiked Palisade Shield,0,4,0,0,0,10000
Cold Spiked Palisade Shield,0,4,0,0,0,10000
Poison Spiked Palisade Shield,0,0,0,0,0,10013
Blood Spiked Palisade Shield,0,0,0,0,0,10013
Occult Spiked Palisade Shield,7,0,0,0,0,10013
Manor Towershield,0,0,0,0,0,10000
Heavy Manor Towershield,1,0,0,0,0,10000
Keen Manor Towershield,2,0,0,0,0,10000
Quality Manor Towershield,8,0,0,0,0,10000
Fire Manor Towershield,0,0,4,0,0,10005
Flame Art Manor Towershield,0,0,4,0,0,10000
Lightning Manor Towershield,0,0,0,4,0,10000
Sacred Manor Towershield,0,0,0,0,4,10000
Magic Manor Towershield,0,4,0,0,0,10000
Cold Manor Towershield,0,4,0,0,0,10000
Poison Manor Towershield,0,0,0,0,0,10013
Blood Manor Towershield,0,0,0,0,0,10013
Occult Manor Towershield,7,0,0,0,0,10013
Crossed-Tree Towershield,0,0,0,0,0,10000
Heavy Crossed-Tree Towershield,1,0,0,0,0,10000
Keen Crossed-Tree Towershield,2,0,0,0,0,10000
Quality Crossed-Tree Towershield,8,0,0,0,0,10000
Fire Crossed-Tree Towershield,0,0,4,0,0,10005
Flame Art Crossed-Tree Towershield,0,0,4,0,0,10000
Lightning Crossed-Tree Towershield,0,0,0,4,0,10000
Sacred Crossed-Tree Towershield,0,0,0,0,4,10000
Magic Crossed-Tree Towershield,0,4,0,0,0,10000
Cold Crossed-Tree Towershield,0,4,0,0,0,10000
Poison Crossed-Tree Towershield,0,0,0,0,0,10013
Blood Crossed-Tree Towershield,0,0,0,0,0,10013
Occult Crossed-Tree Towershield,7,0,0,0,0,10013
Inverted Hawk Towershield,0,0,0,0,0,10000
Heavy Inverted Hawk Towershield,1,0,0,0,0,10000
Keen Inverted Hawk Towershield,2,0,0,0,0,10000
Quality Inverted Hawk Towershield,8,0,0,0,0,10000
Fire Inverted Hawk Towershield,0,0,4,0,0,10005
Flame Art Inverted Hawk Towershield,0,0,4,0,0,10000
Lightning Inverted Hawk Towershield,0,0,0,4,0,10000
Sacred Inverted Hawk Towershield,0,0,0,0,4,10000
Magic Inverted Hawk Towershield,0,4,0,0,0,10000
Cold Inverted Hawk Towershield,0,4,0,0,0,10000
Poison Inverted Hawk Towershield,0,0,0,0,0,10013
Blood Inverted Hawk Towershield,0,0,0,0,0,10013
Occult Inverted Hawk Towershield,7,0,0,0,0,10013
Ant's Skull Plate,0,0,0,0,0,10000
Redmane Greatshield,0,0,0,0,0,10000
Heavy Redmane Greatshield,1,0,0,0,0,10000
Keen Redmane Greatshield,2,0,0,0,0,10000
Quality Redmane Greatshield,8,0,0,0,0,10000
Fire Redmane Greatshield,0,0,4,0,0,10005
Flame Art Redmane Greatshield,0,0,4,0,0,10000
Lightning Redmane Greatshield,0,0,0,4,0,10000
Sacred Redmane Greatshield,0,0,0,0,4,10000
Magic Redmane Greatshield,0,4,0,0,0,10000
Cold Redmane Greatshield,0,4,0,0,0,10000
Poison Redmane Greatshield,0,0,0,0,0,10013
Blood Redmane Greatshield,0,0,0,0,0,10013
Occult Redmane Greatshield,7,0,0,0,0,10013
Eclipse Crest Greatshield,0,0,0,0,0,10000
Heavy Eclipse Crest Greatshield,1,0,0,0,0,10000
Keen Eclipse Crest Greatshield,2,0,0,0,0,10000
Quality Eclipse Crest Greatshield,8,0,0,0,0,10000
Fire Eclipse Crest Greatshield,0,0,4,0,0,10005
Flame Art Eclipse Crest Greatshield,0,0,4,0,0,10000
Lightning Eclipse Crest Greatshield,0,0,0,4,0,10000
Sacred Eclipse Crest Greatshield,0,0,0,0,4,10000
Magic Eclipse Crest Greatshield,0,4,0,0,0,10000
Cold Eclipse Crest Greatshield,0,4,0,0,0,10000
Poison Eclipse Crest Greatshield,0,0,0,0,0,10013
Blood Eclipse Crest Greatshield,0,0,0,0,0,10013
Occult Eclipse Crest Greatshield,7,0,0,0,0,10013
Cuckoo Greatshield,0,0,0,0,0,10000
Heavy Cuckoo Greatshield,1,0,0,0,0,10000
Keen Cuckoo Greatshield,2,0,0,0,0,10000
Quality Cuckoo Greatshield,8,0,0,0,0,10000
Fire Cuckoo Greatshield,0,0,4,0,0,10005
Flame Art Cuckoo Greatshield,0,0,4,0,0,10000
Lightning Cuckoo Greatshield,0,0,0,4,0,10000
Sacred Cuckoo Greatshield,0,0,0,0,4,10000
Magic Cuckoo Greatshield,0,4,0,0,0,10000
Cold Cuckoo Greatshield,0,4,0,0,0,10000
Poison Cuckoo Greatshield,0,0,0,0,0,10013
Blood Cuckoo Greatshield,0,0,0,0,0,10013
Occult Cuckoo Greatshield,7,0,0,0,0,10013
Golden Greatshield,0,0,0,0,0,10000
Heavy Golden Greatshield,1,0,0,0,0,10000
Keen Golden Greatshield,2,0,0,0,0,10000
Quality Golden Greatshield,8,0,0,0,0,10000
Fire Golden Greatshield,0,0,4,0,0,10005
Flame Art Golden Greatshield,0,0,4,0,0,10000
Lightning Golden Greatshield,0,0,0,4,0,10000
Sacred Golden Greatshield,0,0,0,0,4,10000
Magic Golden Greatshield,0,4,0,0,0,10000
Cold Golden Greatshield,0,4,0,0,0,10000
Poison Golden Greatshield,0,0,0,0,0,10013
Blood Golden Greatshield,0,0,0,0,0,10013
Occult Golden Greatshield,7,0,0,0,0,10013
Gilded Greatshield,0,0,0,0,0,10000
Heavy Gilded Greatshield,1,0,0,0,0,10000
Keen Gilded Greatshield,2,0,0,0,0,10000
Quality Gilded Greatshield,8,0,0,0,0,10000
Fire Gilded Greatshield,0,0,4,0,0,10005
Flame Art Gilded Greatshield,0,0,4,0,0,10000
Lightning Gilded Greatshield,0,0,0,4,0,10000
Sacred Gilded Greatshield,0,0,0,0,4,10000
Magic Gilded Greatshield,0,4,0,0,0,10000
Cold Gilded Greatshield,0,4,0,0,0,10000
Poison Gilded Greatshield,0,0,0,0,0,10013
Blood Gilded Greatshield,0,0,0,0,0,10013
Occult Gilded Greatshield,7,0,0,0,0,10013
Haligtree Crest Greatshield,0,0,0,0,0,10000
Heavy Haligtree Crest Greatshield,1,0,0,0,0,10000
Keen Haligtree Crest Greatshield,2,0,0,0,0,10000
Quality Haligtree Crest Greatshield,8,0,0,0,0,10000
Fire Haligtree Crest Greatshield,0,0,4,0,0,10005
Flame Art Haligtree Crest Greatshield,0,0,4,0,0,10000
Lightning Haligtree Crest Greatshield,0,0,0,4,0,10000
Sacred Haligtree Crest Greatshield,0,0,0,0,4,10000
Magic Haligtree Crest Greatshield,0,4,0,0,0,10000
Cold Haligtree Crest Greatshield,0,4,0,0,0,10000
Poison Haligtree Crest Greatshield,0,0,0,0,0,10013
Blood Haligtree Crest Greatshield,0,0,0,0,0,10013
Occult Haligtree Crest Greatshield,7,0,0,0,0,10013
Wooden Greatshield,0,0,0,0,0,10000
Heavy Wooden Greatshield,1,0,0,0,0,10000
Keen Wooden Greatshield,2,0,0,0,0,10000
Quality Wooden Greatshield,8,0,0,0,0,10000
Fire Wooden Greatshield,0,0,4,0,0,10005
Flame Art Wooden Greatshield,0,0,4,0,0,10000
Lightning Wooden Greatshield,0,0,0,4,0,10000
Sacred Wooden Greatshield,0,0,0,0,4,10000
Magic Wooden Greatshield,0,4,0,0,0,10000
Cold Wooden Greatshield,0,4,0,0,0,10000
Poison Wooden Greatshield,0,0,0,0,0,10013
Blood Wooden Greatshield,0,0,0,0,0,10013
Occult Wooden Greatshield,7,0,0,0,0,10013
Lordsworn's Shield,0,0,0,0,0,10000
Heavy Lordsworn's Shield,1,0,0,0,0,10000
Keen Lordsworn's Shield,2,0,0,0,0,10000
Quality Lordsworn's Shield,8,0,0,0,0,10000
Fire Lordsworn's Shield,0,0,4,0,0,10005
Flame Art Lordsworn's Shield,0,0,4,0,0,10000
Lightning Lordsworn's Shield,0,0,0,4,0,10000
Sacred Lordsworn's Shield,0,0,0,0,4,10000
Magic Lordsworn's Shield,0,4,0,0,0,10000
Cold Lordsworn's Shield,0,4,0,0,0,10000
Poison Lordsworn's Shield,0,0,0,0,0,10013
Blood Lordsworn's Shield,0,0,0,0,0,10013
Occult Lordsworn's Shield,7,0,0,0,0,10013
Glintstone Staff,16,16,16,16,16,20000
Crystal Staff,15,15,15,15,15,20000
Gelmir Glintstone Staff,12,12,12,12,12,20010
Demi-Human Queen's Staff,14,14,14,14,14,20000
Carian Regal Scepter,15,15,15,15,15,20000
Digger's Staff,16,16,16,16,16,20000
Astrologer's Staff,16,16,16,16,16,20000
Carian Glintblade Staff,16,16,16,16,16,20000
Prince of Death's Staff,15,15,15,15,15,20010
Albinauric Staff,12,12,12,12,12,20030
Academy Glintstone Staff,16,16,16,16,16,20000
Carian Glintstone Staff,16,16,16,16,16,20000
Azur's Glintstone Staff,15,15,15,15,15,20000
Lusat's Glintstone Staff,15,15,15,15,15,20000
Meteorite Staff,16,16,16,16,16,20000
Staff of the Guilty,16,16,16,16,16,20020
Rotten Crystal Staff,15,15,15,15,15,20000
Staff of Loss,15,15,15,15,15,20000
Finger Seal,16,16,16,16,16,30000
Godslayer's Seal,16,16,16,16,16,30000
Giant's Seal,16,16,16,16,16,30000
Gravel Stone Seal,16,16,16,16,16,30000
Clawmark Seal,12,12,12,12,12,30020
Golden Order Seal,12,12,12,12,12,30010
Erdtree Seal,15,15,15,15,15,30000
Dragon Communion Seal,12,12,12,12,12,30030
Frenzied Flame Seal,12,12,12,12,12,30040
Shortbow,0,0,0,0,0,10000
Misbegotten Shortbow,0,0,0,0,0,10000
Red Branch Shortbow,0,0,0,0,0,10000
Harp Bow,0,0,0,0,0,10000
Composite Bow,0,0,0,0,0,10000
Longbow,0,0,0,0,0,10000
Albinauric Bow,0,0,0,0,0,10000
Horn Bow,0,0,0,0,0,10000
Erdtree Bow,0,0,0,0,0,10000
Serpent Bow,0,0,0,0,0,10000
Pulley Bow,0,0,0,0,0,10000
Black Bow,0,0,0,0,0,10000
Lion Greatbow,0,0,0,0,0,10000
Golem Greatbow,0,0,0,0,0,10000
Erdtree Greatbow,0,0,0,0,0,10000
Greatbow,0,0,0,0,0,10000
Soldier's Crossbow,0,0,0,0,0,10000
Light Crossbow,0,0,0,0,0,10000
Heavy Crossbow,0,0,0,0,0,10000
Pulley Crossbow,0,0,0,0,0,10000
Full Moon Crossbow,0,0,0,0,0,10000
Arbalest,0,0,0,0,0,10000
Crepus's Black-Key Crossbow,0,0,0,0,0,10000
Hand Ballista,0,0,0,0,0,10000
Jar Cannon,0,0,0,0,0,10000
