Name,Str +0,Dex +0,Int +0,Fai +0,Arc +0,Str +1,Dex +1,Int +1,Fai +1,Arc +1,Str +2,Dex +2,Int +2,Fai +2,Arc +2,Str +3,Dex +3,Int +3,Fai +3,Arc +3,Str +4,Dex +4,Int +4,Fai +4,Arc +4,Str +5,Dex +5,Int +5,Fai +5,Arc +5,Str +6,Dex +6,Int +6,Fai +6,Arc +6,Str +7,Dex +7,Int +7,Fai +7,Arc +7,Str +8,Dex +8,Int +8,Fai +8,Arc +8,Str +9,Dex +9,Int +9,Fai +9,Arc +9,Str +10,Dex +10,Int +10,Fai +10,Arc +10,Str +11,Dex +11,Int +11,Fai +11,Arc +11,Str +12,Dex +12,Int +12,Fai +12,Arc +12,Str +13,Dex +13,Int +13,Fai +13,Arc +13,Str +14,Dex +14,Int +14,Fai +14,Arc +14,Str +15,Dex +15,Int +15,Fai +15,Arc +15,Str +16,Dex +16,Int +16,Fai +16,Arc +16,Str +17,Dex +17,Int +17,Fai +17,Arc +17,Str +18,Dex +18,Int +18,Fai +18,Arc +18,Str +19,Dex +19,Int +19,Fai +19,Arc +19,Str +20,Dex +20,Int +20,Fai +20,Arc +20,Str +21,Dex +21,Int +21,Fai +21,Arc +21,Str +22,Dex +22,Int +22,Fai +22,Arc +22,Str +23,Dex +23,Int +23,Fai +23,Arc +23,Str +24,Dex +24,Int +24,Fai +24,Arc +24,Str +25,Dex +25,Int +25,Fai +25,Arc +25
Keen Misericorde,0.065,0.72,0,0,0,0.0689,0.744,0,0,0,0.0728,0.768,0,0,0,0.0767,0.792,0,0,0,0.0806,0.816,0,0,0,0.0845,0.84,0,0,0,0.0884,0.864,0,0,0,0.0923,0.888,0,0,0,0.0962,0.912,0,0,0,0.1001,0.936,0,0,0,0.104,0.96,0,0,0,0.1092,0.9792,0,0,0,0.1144,0.9984,0,0,0,0.1196,1.0176,0,0,0,0.1248,1.0368,0,0,0,0.13,1.056,0,0,0,0.1352,1.0752,0,0,0,0.1404,1.0944,0,0,0,0.1456,1.1136,0,0,0,0.1508,1.1328,0,0,0,0.156,1.152,0,0,0,0.1586,1.1616,0,0,0,0.1612,1.1712,0,0,0,0.1638,1.1808,0,0,0,0.1664,1.1904,0,0,0,0.169,1.2,0,0,0
Quality Misericorde,0.45,0.45,0,0,0,0.4725,0.4725,0,0,0,0.495,0.495,0,0,0,0.5175,0.5175,0,0,0,0.54,0.54,0,0,0,0.5625,0.5625,0,0,0,0.585,0.585,0,0,0,0.6075,0.6075,0,0,0,0.63,0.63,0,0,0,0.6525,0.6525,0,0,0,0.675,0.675,0,0,0,0.6885,0.6885,0,0,0,0.702,0.702,0,0,0,0.7155,0.7155,0,0,0,0.729,0.729,0,0,0,0.7425,0.7425,0,0,0,0.756,0.756,0,0,0,0.7695,0.7695,0,0,0,0.783,0.783,0,0,0,0.7965,0.7965,0,0,0,0.81,0.81,0,0,0,0.819,0.819,0,0,0,0.828,0.828,0,0,0,0.837,0.837,0,0,0,0.846,0.846,0,0,0,0.855,0.855,0,0,0
Fire Misericorde,0.377,0.03,0,0,0,0.3886,0.0318,0,0,0,0.4002,0.0336,0,0,0,0.4118,0.0354,0,0,0,0.4234,0.0372,0,0,0,0.435,0.039,0,0,0,0.4466,0.0408,0,0,0,0.4582,0.0426,0,0,0,0.4698,0.0444,0,0,0,0.4814,0.0462,0,0,0,0.493,0.048,0,0,0,0.5017,0.0498,0,0,0,0.5104,0.0516,0,0,0,0.5191,0.0534,0,0,0,0.5278,0.0552,0,0,0,0.5365,0.057,0,0,0,0.5452,0.0588,0,0,0,0.5539,0.0606,0,0,0,0.5626,0.0624,0,0,0,0.5713,0.0642,0,0,0,0.58,0.066,0,0,0,0.5858,0.0672,0,0,0,0.5916,0.0684,0,0,0,0.5974,0.0696,0,0,0,0.6032,0.0708,0,0,0,0.609,0.072,0,0,0
Flame Art Misericorde,0.032,0.12,0,0.26,0,0.034,0.1275,0,0.2782,0,0.036,0.135,0,0.2964,0,0.038,0.1425,0,0.3146,0,0.04,0.15,0,0.3328,0,0.042,0.1575,0,0.351,0,0.044,0.165,0,0.3692,0,0.046,0.1725,0,0.3874,0,0.048,0.18,0,0.4056,0,0.05,0.1875,0,0.4238,0,0.052,0.195,0,0.442,0,0.0536,0.201,0,0.455,0,0.0552,0.207,0,0.468,0,0.0568,0.213,0,0.481,0,0.0584,0.219,0,0.494,0,0.06,0.225,0,0.507,0,0.0616,0.231,0,0.52,0,0.0632,0.237,0,0.533,0,0.0648,0.243,0,0.546,0,0.0664,0.249,0,0.559,0,0.068,0.255,0,0.572,0,0.0688,0.258,0,0.5772,0,0.0696,0.261,0,0.5824,0,0.0704,0.264,0,0.5876,0,0.0712,0.267,0,0.5928,0,0.072,0.27,0,0.598,0
Lightning Misericorde,0.03,0.377,0,0,0,0.0318,0.3886,0,0,0,0.0336,0.4002,0,0,0,0.0354,0.4118,0,0,0,0.0372,0.4234,0,0,0,0.039,0.435,0,0,0,0.0408,0.4466,0,0,0,0.0426,0.4582,0,0,0,0.0444,0.4698,0,0,0,0.0462,0.4814,0,0,0,0.048,0.493,0,0,0,0.0498,0.5017,0,0,0,0.0516,0.5104,0,0,0,0.0534,0.5191,0,0,0,0.0552,0.5278,0,0,0,0.057,0.5365,0,0,0,0.0588,0.5452,0,0,0,0.0606,0.5539,0,0,0,0.0624,0.5626,0,0,0,0.0642,0.5713,0,0,0,0.066,0.58,0,0,0,0.0672,0.5858,0,0,0,0.0684,0.5916,0,0,0,0.0696,0.5974,0,0,0,0.0708,0.6032,0,0,0,0.072,0.609,0,0,0
Sacred Misericorde,0.04,0.15,0,0.26,0,0.0416,0.156,0,0.2782,0,0.0432,0.162,0,0.2964,0,0.0448,0.168,0,0.3146,0,0.0464,0.174,0,0.3328,0,0.048,0.18,0,0.351,0,0.0496,0.186,0,0.3692,0,0.0512,0.192,0,0.3874,0,0.0528,0.198,0,0.4056,0,0.0544,0.204,0,0.4238,0,0.056,0.21,0,0.442,0,0.0572,0.2145,0,0.455,0,0.0584,0.219,0,0.468,0,0.0596,0.2235,0,0.481,0,0.0608,0.228,0,0.494,0,0.062,0.2325,0,0.507,0,0.0632,0.237,0,0.52,0,0.0644,0.2415,0,0.533,0,0.0656,0.246,0,0.546,0,0.0668,0.2505,0,0.559,0,0.068,0.255,0,0.572,0,0.0688,0.258,0,0.5772,0,0.0696,0.261,0,0.5824,0,0.0704,0.264,0,0.5876,0,0.0712,0.267,0,0.5928,0,0.072,0.27,0,0.598,0
Magic Misericorde,0.032,0.12,0.29,0,0,0.0332,0.1245,0.3103,0,0,0.0344,0.129,0.3306,0,0,0.0356,0.1335,0.3509,0,0,0.0368,0.138,0.3712,0,0,0.038,0.1425,0.3915,0,0,0.0392,0.147,0.4118,0,0,0.0404,0.1515,0.4321,0,0,0.0416,0.156,0.4524,0,0,0.0428,0.1605,0.4727,0,0,0.044,0.165,0.493,0,0,0.0444,0.1665,0.5075,0,0,0.0448,0.168,0.522,0,0,0.0452,0.1695,0.5365,0,0,0.0456,0.171,0.551,0,0,0.046,0.1725,0.5655,0,0,0.0464,0.174,0.58,0,0,0.0468,0.1755,0.5945,0,0,0.0472,0.177,0.609,0,0,0.0476,0.1785,0.6235,0,0,0.048,0.18,0.638,0,0,0.0488,0.183,0.6467,0,0,0.0496,0.186,0.6554,0,0,0.0504,0.189,0.6641,0,0,0.0512,0.192,0.6728,0,0,0.052,0.195,0.6815,0,0
Cold Misericorde,0.13,0.45,0.22,0,0,0.1365,0.4725,0.231,0,0,0.143,0.495,0.242,0,0,0.1495,0.5175,0.253,0,0,0.156,0.54,0.264,0,0,0.1625,0.5625,0.275,0,0,0.169,0.585,0.286,0,0,0.1755,0.6075,0.297,0,0,0.182,0.63,0.308,0,0,0.1885,0.6525,0.319,0,0,0.195,0.675,0.33,0,0,0.1989,0.6885,0.3388,0,0,0.2028,0.702,0.3476,0,0,0.2067,0.7155,0.3564,0,0,0.2106,0.729,0.3652,0,0,0.2145,0.7425,0.374,0,0,0.2184,0.756,0.3828,0,0,0.2223,0.7695,0.3916,0,0,0.2262,0.783,0.4004,0,0,0.2301,0.7965,0.4092,0,0,0.234,0.81,0.418,0,0,0.2366,0.819,0.4224,0,0,0.2392,0.828,0.4268,0,0,0.2418,0.837,0.4312,0,0,0.2444,0.846,0.4356,0,0,0.247,0.855,0.44,0,0
Poison Misericorde,0.14,0.47,0,0,0.3,0.1456,0.4888,0,0,0.309,0.1512,0.5076,0,0,0.318,0.1568,0.5264,0,0,0.327,0.1624,0.5452,0,0,0.336,0.168,0.564,0,0,0.345,0.1736,0.5828,0,0,0.354,0.1792,0.6016,0,0,0.363,0.1848,0.6204,0,0,0.372,0.1904,0.6392,0,0,0.381,0.196,0.658,0,0,0.39,0.2002,0.6721,0,0,0.393,0.2044,0.6862,0,0,0.396,0.2086,0.7003,0,0,0.399,0.2128,0.7144,0,0,0.402,0.217,0.7285,0,0,0.405,0.2212,0.7426,0,0,0.408,0.2254,0.7567,0,0,0.411,0.2296,0.7708,0,0,0.414,0.2338,0.7849,0,0,0.417,0.238,0.799,0,0,0.42,0.2436,0.8178,0,0,0.423,0.2492,0.8366,0,0,0.426,0.2548,0.8554,0,0,0.429,0.2604,0.8742,0,0,0.432,0.266,0.893,0,0,0.435
Blood Misericorde,0.14,0.47,0,0,0.3,0.1456,0.4888,0,0,0.309,0.1512,0.5076,0,0,0.318,0.1568,0.5264,0,0,0.327,0.1624,0.5452,0,0,0.336,0.168,0.564,0,0,0.345,0.1736,0.5828,0,0,0.354,0.1792,0.6016,0,0,0.363,0.1848,0.6204,0,0,0.372,0.1904,0.6392,0,0,0.381,0.196,0.658,0,0,0.39,0.2002,0.6721,0,0,0.393,0.2044,0.6862,0,0,0.396,0.2086,0.7003,0,0,0.399,0.2128,0.7144,0,0,0.402,0.217,0.7285,0,0,0.405,0.2212,0.7426,0,0,0.408,0.2254,0.7567,0,0,0.411,0.2296,0.7708,0,0,0.414,0.2338,0.7849,0,0,0.417,0.238,0.799,0,0,0.42,0.2436,0.8178,0,0,0.423,0.2492,0.8366,0,0,0.426,0.2548,0.8554,0,0,0.429,0.2604,0.8742,0,0,0.432,0.266,0.893,0,0,0.435
Occult Misericorde,0.048,0.16,0,0,0.58,0.0504,0.168,0,0,0.6032,0.0528,0.176,0,0,0.6264,0.0552,0.184,0,0,0.6496,0.0576,0.192,0,0,0.6728,0.06,0.2,0,0,0.696,0.0624,0.208,0,0,0.7192,0.0648,0.216,0,0,0.7424,0.0672,0.224,0,0,0.7656,0.0696,0.232,0,0,0.7888,0.072,0.24,0,0,0.812,0.0732,0.244,0,0,0.8294,0.0744,0.248,0,0,0.8468,0.0756,0.252,0,0,0.8642,0.0768,0.256,0,0,0.8816,0.078,0.26,0,0,0.899,0.0792,0.264,0,0,0.9164,0.0804,0.268,0,0,0.9338,0.0816,0.272,0,0,0.9512,0.0828,0.276,0,0,0.9686,0.084,0.28,0,0,0.986,0.0852,0.284,0,0,0.9976,0.0864,0.288,0,0,1.0092,0.0876,0.292,0,0,1.0208,0.0888,0.296,0,0,1.0324,0.09,0.3,0,0,1.044
Reduvia,0.1,0.4,0,0,0.55,0.108,0.432,0,0,0.594,0.116,0.464,0,0,0.638,0.124,0.496,0,0,0.682,0.132,0.528,0,0,0.726,0.14,0.56,0,0,0.77,0.148,0.592,0,0,0.814,0.156,0.624,0,0,0.858,0.164,0.656,0,0,0.902,0.172,0.688,0,0,0.946,0.18,0.72,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crystal Knife,0.4,0.25,0.5,0,0,0.408,0.255,0.52,0,0,0.416,0.26,0.54,0,0,0.424,0.265,0.56,0,0,0.432,0.27,0.58,0,0,0.44,0.275,0.6,0,0,0.448,0.28,0.62,0,0,0.456,0.285,0.64,0,0,0.464,0.29,0.66,0,0,0.472,0.295,0.68,0,0,0.48,0.3,0.7,0,0,0.488,0.305,0.715,0,0,0.496,0.31,0.73,0,0,0.504,0.315,0.745,0,0,0.512,0.32,0.76,0,0,0.52,0.325,0.775,0,0,0.528,0.33,0.79,0,0,0.536,0.335,0.805,0,0,0.544,0.34,0.82,0,0,0.552,0.345,0.835,0,0,0.56,0.35,0.85,0,0,0.568,0.355,0.86,0,0,0.576,0.36,0.87,0,0,0.584,0.365,0.88,0,0,0.592,0.37,0.89,0,0,0.6,0.375,0.9,0,0
Celebrant's Sickle,0.15,0.67,0,0,0,0.153,0.6834,0,0,0,0.156,0.6968,0,0,0,0.159,0.7102,0,0,0,0.162,0.7236,0,0,0,0.165,0.737,0,0,0,0.168,0.7504,0,0,0,0.171,0.7638,0,0,0,0.174,0.7772,0,0,0,0.177,0.7906,0,0,0,0.18,0.804,0,0,0,0.183,0.8174,0,0,0,0.186,0.8308,0,0,0,0.189,0.8442,0,0,0,0.192,0.8576,0,0,0,0.195,0.871,0,0,0,0.198,0.8844,0,0,0,0.201,0.8978,0,0,0,0.204,0.9112,0,0,0,0.207,0.9246,0,0,0,0.21,0.938,0,0,0,0.213,0.9514,0,0,0,0.216,0.9648,0,0,0,0.219,0.9782,0,0,0,0.222,0.9916,0,0,0,0.225,1.005,0,0,0
Celebrant's Heavy Sickle,0.882,0,0,0,0,0.9065,0,0,0,0,0.931,0,0,0,0,0.9555,0,0,0,0,0.98,0,0,0,0,1.0045,0,0,0,0,1.029,0,0,0,0,1.0535,0,0,0,0,1.078,0,0,0,0,1.1025,0,0,0,0,1.127,0,0,0,0,1.1466,0,0,0,0,1.1662,0,0,0,0,1.1858,0,0,0,0,1.2054,0,0,0,0,1.225,0,0,0,0,1.2446,0,0,0,0,1.2642,0,0,0,0,1.2838,0,0,0,0,1.3034,0,0,0,0,1.323,0,0,0,0,1.3328,0,0,0,0,1.3426,0,0,0,0,1.3524,0,0,0,0,1.3622,0,0,0,0,1.372,0,0,0,0
Celebrant's Keen Sickle,0.08,1.035,0,0,0,0.0848,1.0695,0,0,0,0.0896,1.104,0,0,0,0.0944,1.1385,0,0,0,0.0992,1.173,0,0,0,0.104,1.2075,0,0,0,0.1088,1.242,0,0,0,0.1136,1.2765,0,0,0,0.1184,1.311,0,0,0,0.1232,1.3455,0,0,0,0.128,1.38,0,0,0,0.1344,1.4076,0,0,0,0.1408,1.4352,0,0,0,0.1472,1.4628,0,0,0,0.1536,1.4904,0,0,0,0.16,1.518,0,0,0,0.1664,1.5456,0,0,0,0.1728,1.5732,0,0,0,0.1792,1.6008,0,0,0,0.1856,1.6284,0,0,0,0.192,1.656,0,0,0,0.1952,1.6698,0,0,0,0.1984,1.6836,0,0,0,0.2016,1.6974,0,0,0,0.2048,1.7112,0,0,0,0.208,1.725,0,0,0
Celebrant's Quality Sickle,0.57,0.57,0,0,0,0.5985,0.5985,0,0,0,0.627,0.627,0,0,0,0.6555,0.6555,0,0,0,0.684,0.684,0,0,0,0.7125,0.7125,0,0,0,0.741,0.741,0,0,0,0.7695,0.7695,0,0,0,0.798,0.798,0,0,0,0.8265,0.8265,0,0,0,0.855,0.855,0,0,0,0.8721,0.8721,0,0,0,0.8892,0.8892,0,0,0,0.9063,0.9063,0,0,0,0.9234,0.9234,0,0,0,0.9405,0.9405,0,0,0,0.9576,0.9576,0,0,0,0.9747,0.9747,0,0,0,0.9918,0.9918,0,0,0,1.0089,1.0089,0,0,0,1.026,1.026,0,0,0,1.0374,1.0374,0,0,0,1.0488,1.0488,0,0,0,1.0602,1.0602,0,0,0,1.0716,1.0716,0,0,0,1.083,1.083,0,0,0
Celebrant's Fire Sickle,0.533,0.04,0,0,0,0.5494,0.0424,0,0,0,0.5658,0.0448,0,0,0,0.5822,0.0472,0,0,0,0.5986,0.0496,0,0,0,0.615,0.052,0,0,0,0.6314,0.0544,0,0,0,0.6478,0.0568,0,0,0,0.6642,0.0592,0,0,0,0.6806,0.0616,0,0,0,0.697,0.064,0,0,0,0.7093,0.0664,0,0,0,0.7216,0.0688,0,0,0,0.7339,0.0712,0,0,0,0.7462,0.0736,0,0,0,0.7585,0.076,0,0,0,0.7708,0.0784,0,0,0,0.7831,0.0808,0,0,0,0.7954,0.0832,0,0,0,0.8077,0.0856,0,0,0,0.82,0.088,0,0,0,0.8282,0.0896,0,0,0,0.8364,0.0912,0,0,0,0.8446,0.0928,0,0,0,0.8528,0.0944,0,0,0,0.861,0.096,0,0,0
Celebrant's Flame Art Sickle,0.032,0.16,0,0.44,0,0.034,0.17,0,0.4708,0,0.036,0.18,0,0.5016,0,0.038,0.19,0,0.5324,0,0.04,0.2,0,0.5632,0,0.042,0.21,0,0.594,0,0.044,0.22,0,0.6248,0,0.046,0.23,0,0.6556,0,0.048,0.24,0,0.6864,0,0.05,0.25,0,0.7172,0,0.052,0.26,0,0.748,0,0.0536,0.268,0,0.77,0,0.0552,0.276,0,0.792,0,0.0568,0.284,0,0.814,0,0.0584,0.292,0,0.836,0,0.06,0.3,0,0.858,0,0.0616,0.308,0,0.88,0,0.0632,0.316,0,0.902,0,0.0648,0.324,0,0.924,0,0.0664,0.332,0,0.946,0,0.068,0.34,0,0.968,0,0.0688,0.344,0,0.9768,0,0.0696,0.348,0,0.9856,0,0.0704,0.352,0,0.9944,0,0.0712,0.356,0,1.0032,0,0.072,0.36,0,1.012,0
Celebrant's Lightning Sickle,0.04,0.533,0,0,0,0.0424,0.5494,0,0,0,0.0448,0.5658,0,0,0,0.0472,0.5822,0,0,0,0.0496,0.5986,0,0,0,0.052,0.615,0,0,0,0.0544,0.6314,0,0,0,0.0568,0.6478,0,0,0,0.0592,0.6642,0,0,0,0.0616,0.6806,0,0,0,0.064,0.697,0,0,0,0.0664,0.7093,0,0,0,0.0688,0.7216,0,0,0,0.0712,0.7339,0,0,0,0.0736,0.7462,0,0,0,0.076,0.7585,0,0,0,0.0784,0.7708,0,0,0,0.0808,0.7831,0,0,0,0.0832,0.7954,0,0,0,0.0856,0.8077,0,0,0,0.088,0.82,0,0,0,0.0896,0.8282,0,0,0,0.0912,0.8364,0,0,0,0.0928,0.8446,0,0,0,0.0944,0.8528,0,0,0,0.096,0.861,0,0,0
Celebrant's Sacred Sickle,0.04,0.2,0,0.44,0,0.0416,0.208,0,0.4708,0,0.0432,0.216,0,0.5016,0,0.0448,0.224,0,0.5324,0,0.0464,0.232,0,0.5632,0,0.048,0.24,0,0.594,0,0.0496,0.248,0,0.6248,0,0.0512,0.256,0,0.6556,0,0.0528,0.264,0,0.6864,0,0.0544,0.272,0,0.7172,0,0.056,0.28,0,0.748,0,0.0572,0.286,0,0.77,0,0.0584,0.292,0,0.792,0,0.0596,0.298,0,0.814,0,0.0608,0.304,0,0.836,0,0.062,0.31,0,0.858,0,0.0632,0.316,0,0.88,0,0.0644,0.322,0,0.902,0,0.0656,0.328,0,0.924,0,0.0668,0.334,0,0.946,0,0.068,0.34,0,0.968,0,0.0688,0.344,0,0.9768,0,0.0696,0.348,0,0.9856,0,0.0704,0.352,0,0.9944,0,0.0712,0.356,0,1.0032,0,0.072,0.36,0,1.012,0
Celebrant's Magic Sickle,0.032,0.16,0.48,0,0,0.0332,0.166,0.5136,0,0,0.0344,0.172,0.5472,0,0,0.0356,0.178,0.5808,0,0,0.0368,0.184,0.6144,0,0,0.038,0.19,0.648,0,0,0.0392,0.196,0.6816,0,0,0.0404,0.202,0.7152,0,0,0.0416,0.208,0.7488,0,0,0.0428,0.214,0.7824,0,0,0.044,0.22,0.816,0,0,0.0444,0.222,0.84,0,0,0.0448,0.224,0.864,0,0,0.0452,0.226,0.888,0,0,0.0456,0.228,0.912,0,0,0.046,0.23,0.936,0,0,0.0464,0.232,0.96,0,0,0.0468,0.234,0.984,0,0,0.0472,0.236,1.008,0,0,0.0476,0.238,1.032,0,0,0.048,0.24,1.056,0,0,0.0488,0.244,1.0704,0,0,0.0496,0.248,1.0848,0,0,0.0504,0.252,1.0992,0,0,0.0512,0.256,1.1136,0,0,0.052,0.26,1.128,0,0
Celebrant's Cold Sickle,0.13,0.6,0.36,0,0,0.1365,0.63,0.378,0,0,0.143,0.66,0.396,0,0,0.1495,0.69,0.414,0,0,0.156,0.72,0.432,0,0,0.1625,0.75,0.45,0,0,0.169,0.78,0.468,0,0,0.1755,0.81,0.486,0,0,0.182,0.84,0.504,0,0,0.1885,0.87,0.522,0,0,0.195,0.9,0.54,0,0,0.1989,0.918,0.5544,0,0,0.2028,0.936,0.5688,0,0,0.2067,0.954,0.5832,0,0,0.2106,0.972,0.5976,0,0,0.2145,0.99,0.612,0,0,0.2184,1.008,0.6264,0,0,0.2223,1.026,0.6408,0,0,0.2262,1.044,0.6552,0,0,0.2301,1.062,0.6696,0,0,0.234,1.08,0.684,0,0,0.2366,1.092,0.6912,0,0,0.2392,1.104,0.6984,0,0,0.2418,1.116,0.7056,0,0,0.2444,1.128,0.7128,0,0,0.247,1.14,0.72,0,0
Celebrant's Poison Sickle,0.14,0.63,0,0,0.3,0.1456,0.6552,0,0,0.309,0.1512,0.6804,0,0,0.318,0.1568,0.7056,0,0,0.327,0.1624,0.7308,0,0,0.336,0.168,0.756,0,0,0.345,0.1736,0.7812,0,0,0.354,0.1792,0.8064,0,0,0.363,0.1848,0.8316,0,0,0.372,0.1904,0.8568,0,0,0.381,0.196,0.882,0,0,0.39,0.2002,0.9009,0,0,0.393,0.2044,0.9198,0,0,0.396,0.2086,0.9387,0,0,0.399,0.2128,0.9576,0,0,0.402,0.217,0.9765,0,0,0.405,0.2212,0.9954,0,0,0.408,0.2254,1.0143,0,0,0.411,0.2296,1.0332,0,0,0.414,0.2338,1.0521,0,0,0.417,0.238,1.071,0,0,0.42,0.2436,1.0962,0,0,0.423,0.2492,1.1214,0,0,0.426,0.2548,1.1466,0,0,0.429,0.2604,1.1718,0,0,0.432,0.266,1.197,0,0,0.435
Celebrant's Blood Sickle,0.14,0.63,0,0,0.3,0.1456,0.6552,0,0,0.309,0.1512,0.6804,0,0,0.318,0.1568,0.7056,0,0,0.327,0.1624,0.7308,0,0,0.336,0.168,0.756,0,0,0.345,0.1736,0.7812,0,0,0.354,0.1792,0.8064,0,0,0.363,0.1848,0.8316,0,0,0.372,0.1904,0.8568,0,0,0.381,0.196,0.882,0,0,0.39,0.2002,0.9009,0,0,0.393,0.2044,0.9198,0,0,0.396,0.2086,0.9387,0,0,0.399,0.2128,0.9576,0,0,0.402,0.217,0.9765,0,0,0.405,0.2212,0.9954,0,0,0.408,0.2254,1.0143,0,0,0.411,0.2296,1.0332,0,0,0.414,0.2338,1.0521,0,0,0.417,0.238,1.071,0,0,0.42,0.2436,1.0962,0,0,0.423,0.2492,1.1214,0,0,0.426,0.2548,1.1466,0,0,0.429,0.2604,1.1718,0,0,0.432,0.266,1.197,0,0,0.435
Celebrant's Occult Sickle,0.048,0.208,0,0,0.73,0.0504,0.2184,0,0,0.7592,0.0528,0.2288,0,0,0.7884,0.0552,0.2392,0,0,0.8176,0.0576,0.2496,0,0,0.8468,0.06,0.26,0,0,0.876,0.0624,0.2704,0,0,0.9052,0.0648,0.2808,0,0,0.9344,0.0672,0.2912,0,0,0.9636,0.0696,0.3016,0,0,0.9928,0.072,0.312,0,0,1.022,0.0732,0.3172,0,0,1.0439,0.0744,0.3224,0,0,1.0658,0.0756,0.3276,0,0,1.0877,0.0768,0.3328,0,0,1.1096,0.078,0.338,0,0,1.1315,0.0792,0.3432,0,0,1.1534,0.0804,0.3484,0,0,1.1753,0.0816,0.3536,0,0,1.1972,0.0828,0.3588,0,0,1.2191,0.084,0.364,0,0,1.241,0.0852,0.3692,0,0,1.2556,0.0864,0.3744,0,0,1.2702,0.0876,0.3796,0,0,1.2848,0.0888,0.3848,0,0,1.2994,0.09,0.39,0,0,1.314
Glintstone Kris,0.1,0.45,0.4,0,0,0.108,0.486,0.432,0,0,0.116,0.522,0.464,0,0,0.124,0.558,0.496,0,0,0.132,0.594,0.528,0,0,0.14,0.63,0.56,0,0,0.148,0.666,0.592,0,0,0.156,0.702,0.624,0,0,0.164,0.738,0.656,0,0,0.172,0.774,0.688,0,0,0.18,0.81,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scorpion's Stinger,0.3,0.7,0,0,0,0.324,0.756,0,0,0,0.348,0.812,0,0,0,0.372,0.868,0,0,0,0.396,0.924,0,0,0,0.42,0.98,0,0,0,0.444,1.036,0,0,0,0.468,1.092,0,0,0,0.492,1.148,0,0,0,0.516,1.204,0,0,0,0.54,1.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Great Knife,0.05,0.8,0,0,0,0.051,0.816,0,0,0,0.052,0.832,0,0,0,0.053,0.848,0,0,0,0.054,0.864,0,0,0,0.055,0.88,0,0,0,0.056,0.896,0,0,0,0.057,0.912,0,0,0,0.058,0.928,0,0,0,0.059,0.944,0,0,0,0.06,0.96,0,0,0,0.061,0.976,0,0,0,0.062,0.992,0,0,0,0.063,1.008,0,0,0,0.064,1.024,0,0,0,0.065,1.04,0,0,0,0.066,1.056,0,0,0,0.067,1.072,0,0,0,0.068,1.088,0,0,0,0.069,1.104,0,0,0,0.07,1.12,0,0,0,0.071,1.136,0,0,0,0.072,1.152,0,0,0,0.073,1.168,0,0,0,0.074,1.184,0,0,0,0.075,1.2,0,0,0
Heavy Great Knife,0.972,0,0,0,0,0.999,0,0,0,0,1.026,0,0,0,0,1.053,0,0,0,0,1.08,0,0,0,0,1.107,0,0,0,0,1.134,0,0,0,0,1.161,0,0,0,0,1.188,0,0,0,0,1.215,0,0,0,0,1.242,0,0,0,0,1.2636,0,0,0,0,1.2852,0,0,0,0,1.3068,0,0,0,0,1.3284,0,0,0,0,1.35,0,0,0,0,1.3716,0,0,0,0,1.3932,0,0,0,0,1.4148,0,0,0,0,1.4364,0,0,0,0,1.458,0,0,0,0,1.4688,0,0,0,0,1.4796,0,0,0,0,1.4904,0,0,0,0,1.5012,0,0,0,0,1.512,0,0,0,0
Keen Great Knife,0.085,1.08,0,0,0,0.0901,1.116,0,0,0,0.0952,1.152,0,0,0,0.1003,1.188,0,0,0,0.1054,1.224,0,0,0,0.1105,1.26,0,0,0,0.1156,1.296,0,0,0,0.1207,1.332,0,0,0,0.1258,1.368,0,0,0,0.1309,1.404,0,0,0,0.136,1.44,0,0,0,0.1428,1.4688,0,0,0,0.1496,1.4976,0,0,0,0.1564,1.5264,0,0,0,0.1632,1.5552,0,0,0,0.17,1.584,0,0,0,0.1768,1.6128,0,0,0,0.1836,1.6416,0,0,0,0.1904,1.6704,0,0,0,0.1972,1.6992,0,0,0,0.204,1.728,0,0,0,0.2074,1.7424,0,0,0,0.2108,1.7568,0,0,0,0.2142,1.7712,0,0,0,0.2176,1.7856,0,0,0,0.221,1.8,0,0,0
